eps,best_loss,best_theta1,best_theta2,theta_dist
2.0,0.020086921751499176,1.5874464511871338,1.7536762952804565,0.9555738568305969
1.0,0.017138581722974777,1.453928828239441,1.4848636388778687,0.6641867756843567
0.5,0.01432251650840044,1.402117133140564,1.3936413526535034,0.5627181529998779
0.2,0.010358106344938278,1.3955563306808472,1.339727759361267,0.5214208960533142
0.1,0.007174622733145952,1.3695911169052124,1.291300654411316,0.4705886244773865
