theta1,theta2,J,J_eps
-2.2653061224489797,2.63265306122449,0.058739446103572845,0.028474437072873116
-2.2653061224489797,2.7551020408163263,0.05879293382167816,0.02848672680556774
-2.2653061224489797,2.8775510204081627,0.05885022133588791,0.02850012667477131
-2.2653061224489797,3.0,0.05891132354736328,0.028514640405774117
-2.142857142857143,-3.0,0.05611960217356682,0.027943376451730728
-2.142857142857143,-2.877551020408163,0.05599801242351532,0.027904454618692398
-2.142857142857143,-2.7551020408163267,0.055880241096019745,0.027866650372743607
-2.142857142857143,-2.63265306122449,0.0557662770152092,0.027829961851239204
-2.142857142857143,-2.510204081632653,0.055656127631664276,0.02779439091682434
-2.142857142857143,-2.387755102040816,0.05554978549480438,0.02775993011891842
-2.142857142857143,-2.2653061224489797,0.05544726178050041,0.027726585045456886
-2.142857142857143,-2.142857142857143,0.05534854531288147,0.027694355696439743
-2.142857142857143,-2.020408163265306,0.055253636091947556,0.02766324020922184
-2.142857142857143,-1.8979591836734695,0.05516253411769867,0.027633238583803177
-2.142857142857143,-1.7755102040816326,0.05507524311542511,0.027604352682828903
-2.142857142857143,-1.653061224489796,0.05499175563454628,0.02757657691836357
-2.142857142857143,-1.5306122448979593,0.054912079125642776,0.027549920603632927
-2.142857142857143,-1.4081632653061225,0.054836198687553406,0.027524372562766075
-2.142857142857143,-1.2857142857142858,0.05476412922143936,0.027499940246343613
-2.142857142857143,-1.163265306122449,0.05469586327672005,0.02747661992907524
-2.142857142857143,-1.0408163265306123,0.05463140457868576,0.027454417198896408
-2.142857142857143,-0.9183673469387754,0.054570745676755905,0.027433324605226517
-2.142857142857143,-0.795918367346939,0.05451388657093048,0.027413344010710716
-2.142857142857143,-0.6734693877551021,0.05446083843708038,0.027394479140639305
-2.142857142857143,-0.5510204081632653,0.054411593824625015,0.027376726269721985
-2.142857142857143,-0.4285714285714288,0.05436614528298378,0.027360087260603905
-2.142857142857143,-0.30612244897959195,0.054324496537446976,0.027344560250639915
-2.142857142857143,-0.18367346938775508,0.0542866587638855,0.027330143377184868
-2.142857142857143,-0.06122448979591866,0.05425262078642845,0.02731684409081936
-2.142857142857143,0.06122448979591821,0.05422237887978554,0.02730465494096279
-2.142857142857143,0.18367346938775508,0.05419594421982765,0.027293577790260315
-2.142857142857143,0.30612244897959195,0.054173313081264496,0.027283618226647377
-2.142857142857143,0.4285714285714284,0.05415447801351547,0.027274765074253082
-2.142857142857143,0.5510204081632653,0.05413945019245148,0.027267031371593475
-2.142857142857143,0.6734693877551021,0.05412822961807251,0.02726040594279766
-2.142857142857143,0.7959183673469385,0.05412080138921738,0.027254894375801086
-2.142857142857143,0.9183673469387754,0.05411718040704727,0.027250494807958603
-2.142857142857143,1.0408163265306118,0.054117362946271896,0.02724720723927021
-2.142857142857143,1.1632653061224492,0.05412135273218155,0.027245037257671356
-2.142857142857143,1.2857142857142856,0.05412914603948593,0.027243977412581444
-2.142857142857143,1.408163265306122,0.05414074659347534,0.02724403142929077
-2.142857142857143,1.5306122448979593,0.05415614694356918,0.02724519930779934
