dyn_seed,init_id,condition,final_loss,final_theta_dist,converged,conv_step
6,5,raw,2.914670282905263e-09,0.0007838833844289184,1,306
6,6,raw,0.00012334625353105366,0.1681898981332779,0,500
6,7,raw,8.53282955404211e-08,0.00426362082362175,1,357
6,8,raw,0.0,0.0,1,18
6,9,raw,9.005124411487486e-06,0.04438649117946625,1,490
6,10,raw,4.9558365805354665e-17,3.5762786865234375e-07,1,89
6,11,raw,2.9238018256494414e-11,7.773186371196061e-05,1,257
6,12,raw,1.2220492629985702e-12,1.577215880388394e-05,1,236
6,13,raw,2.912403488153359e-06,0.1495317816734314,0,500
6,14,raw,4.79611389891943e-06,0.03216938674449921,1,465
6,15,raw,4.751641213829316e-08,0.0031784242019057274,1,346
6,16,raw,6.168810614326503e-06,0.03711920976638794,1,476
6,17,raw,1.4611611732107121e-05,0.1614300012588501,0,500
6,18,raw,2.4623534500278765e-06,0.023027341812849045,1,442
6,19,raw,0.0,0.0,1,6
6,0,smooth,0.009765743277966976,0.4739908277988434,0,500
6,1,smooth,0.00982105452567339,0.24235834181308746,1,401
6,2,smooth,0.00976630300283432,0.45962411165237427,0,500
6,3,smooth,0.009765743277966976,0.4739764630794525,0,500
6,4,smooth,0.00976574420928955,0.47374600172042847,0,500
6,5,smooth,0.009765866212546825,0.46577927470207214,0,500
6,6,smooth,0.00988803431391716,0.225819393992424,0,500
6,7,smooth,0.009766600094735622,0.45613235235214233,0,500
6,8,smooth,0.009765743277966976,0.47401830554008484,0,500
6,9,smooth,0.009783760644495487,0.3772255480289459,0,500
6,10,smooth,0.009765743277966976,0.474018931388855,0,500
6,11,smooth,0.009765755385160446,0.471879243850708,0,500
6,12,smooth,0.0097657460719347,0.4729165732860565,0,500
6,13,smooth,0.009769033640623093,0.3564333915710449,0,500
6,14,smooth,0.00977734848856926,0.4075578451156616,0,500
6,15,smooth,0.009766347706317902,0.45910078287124634,0,500
6,16,smooth,0.009779601357877254,0.3825998306274414,0,500
6,17,smooth,0.009790714830160141,0.23675720393657684,0,500
6,18,smooth,0.009773125872015953,0.42358270287513733,0,500
6,19,smooth,0.009765743277966976,0.47401899099349976,0,500
7,0,raw,1.494092596496764e-14,1.430511474609375e-06,1,165
7,1,raw,6.768226012354717e-05,0.1114020124077797,0,500
7,2,raw,6.71141577868184e-08,0.002997908741235733,1,344
7,3,raw,5.1699854487286586e-15,1.0254771041218191e-06,1,171
7,4,raw,4.2266009684769647e-16,3.998401041371835e-07,1,202
7,5,raw,4.640759776464165e-09,0.0007851545233279467,1,306
7,6,raw,0.0001977907377295196,0.16845470666885376,0,500
7,7,raw,1.3665558640241215e-07,0.004283096641302109,1,357
7,8,raw,0.0,0.0,1,18
7,9,raw,1.4465687854681164e-05,0.04461577907204628,1,490
7,10,raw,2.5096699489528262e-17,3.5762786865234375e-07,1,89
7,11,raw,4.6305653755851495e-11,7.766814815113321e-05,1,257
7,12,raw,1.910260578191769e-12,1.56532278197119e-05,1,236
7,13,raw,1.9935025648010196e-06,0.15166324377059937,0,500
7,14,raw,7.705837560934015e-06,0.032369717955589294,1,465
7,15,raw,7.615211927713972e-08,0.0031940822955220938,1,346
7,16,raw,9.903835234581493e-06,0.03722350299358368,1,476
7,17,raw,2.0360754206194542e-05,0.15322059392929077,0,500
7,18,raw,3.959689820476342e-06,0.02318059839308262,1,442
7,19,raw,0.0,0.0,1,6
7,0,smooth,0.010246668010950089,0.469473659992218,0,500
7,1,smooth,0.010332112200558186,0.24046002328395844,1,396
7,2,smooth,0.010247700847685337,0.45171403884887695,0,500
7,3,smooth,0.010246668942272663,0.46944960951805115,0,500
7,4,smooth,0.010246668942272663,0.4691062569618225,0,500
7,5,smooth,0.010246911086142063,0.4601362347602844,0,500
7,6,smooth,0.010433094576001167,0.20954999327659607,0,500
7,7,smooth,0.010248220525681973,0.4477066993713379,0,500
7,8,smooth,0.010246668942272663,0.46952560544013977,0,500
7,9,smooth,0.010275773704051971,0.3659893572330475,0,500
7,10,smooth,0.010246668010950089,0.4695263206958771,0,500
7,11,smooth,0.010246695950627327,0.4666212499141693,0,500
7,12,smooth,0.010246675461530685,0.4679887890815735,0,500
7,13,smooth,0.01024862751364708,0.3824883699417114,0,500
7,14,smooth,0.010265728458762169,0.39378494024276733,0,500
7,15,smooth,0.01024777814745903,0.45106786489486694,0,500
7,16,smooth,0.010269218124449253,0.3735118806362152,0,500
7,17,smooth,0.010283016599714756,0.2554209232330322,0,500
7,18,smooth,0.010258978232741356,0.4096141755580902,0,500
7,19,smooth,0.010246668942272663,0.469525545835495,0,500
8,0,raw,1.0840774892356686e-14,1.3113021850585938e-06,1,165
8,1,raw,5.796276673208922e-05,0.11980872601270676,0,500
8,2,raw,5.872804464956971e-08,0.0030291597358882427,1,344
8,3,raw,4.576552471816401e-15,8.678567269271298e-07,1,171
8,4,raw,3.7639632193896906e-16,2.980232238769531e-07,1,202
8,5,raw,4.112052032212432e-09,0.0008082090644165874,1,308
8,6,raw,0.0001688879419816658,0.17183749377727509,0,500
8,7,raw,1.192698135810133e-07,0.004322843160480261,1,357
8,8,raw,0.0,0.0,1,18
8,9,raw,1.2433738447725773e-05,0.045229170471429825,1,491
8,10,raw,2.6537945901616156e-17,3.5762786865234375e-07,1,90
8,11,raw,4.1920734245026736e-11,7.983485556906089e-05,1,257
